,County,County Code,Year,Year Code,Cause of death,Deaths,Population,Crude Rate
406,"Cook County, IL",17031,2016,2016,Sigmoid colon - Malignant neoplasms,10,5203499,0
407,"Cook County, IL",17031,2016,2016,"Colon, unspecified - Malignant neoplasms",661,5203499,12
408,"Cook County, IL",17031,2016,2016,Malignant neoplasm of rectosigmoid junction,40,5203499,0
409,"Cook County, IL",17031,2016,2016,Malignant neoplasm of rectum,120,5203499,2
410,"Cook County, IL",17031,2016,2016,"Anus, unspecified - Malignant neoplasms",11,5203499,0
411,"Cook County, IL",17031,2016,2016,Liver cell carcinoma - Malignant neoplasms,161,5203499,3
412,"Cook County, IL",17031,2016,2016,Intrahepatic bile duct carcinoma - Malignant neoplasms,137,5203499,2
413,"Cook County, IL",17031,2016,2016,"Liver, unspecified - Malignant neoplasms",139,5203499,2
414,"Cook County, IL",17031,2016,2016,Malignant neoplasm of gallbladder,41,5203499,0
415,"Cook County, IL",17031,2016,2016,Extrahepatic bile duct - Malignant neoplasms,11,5203499,0
416,"Cook County, IL",17031,2016,2016,"Pancreas, unspecified - Malignant neoplasms",647,5203499,12
417,"Cook County, IL",17031,2016,2016,Ill-defined sites within the digestive system - Malignant neoplasms,18,5203499,0
418,"Cook County, IL",17031,2016,2016,"Larynx, unspecified - Malignant neoplasms",64,5203499,1
419,"Cook County, IL",17031,2016,2016,"Upper lobe, bronchus or lung - Malignant neoplasms",14,5203499,0
420,"Cook County, IL",17031,2016,2016,"Bronchus or lung, unspecified - Malignant neoplasms",2149,5203499,41
421,"Cook County, IL",17031,2016,2016,"Bone and articular cartilage, unspecified - Malignant neoplasms",25,5203499,0
422,"Cook County, IL",17031,2016,2016,"Malignant melanoma of skin, unspecified - Malignant neoplasms",86,5203499,1
423,"Cook County, IL",17031,2016,2016,Skin of scalp and neck - Malignant neoplasms,16,5203499,0
424,"Cook County, IL",17031,2016,2016,"Malignant neoplasm of skin, unspecified - Malignant neoplasms",20,5203499,0
425,"Cook County, IL",17031,2016,2016,"Mesothelioma, unspecified - Malignant neoplasms",20,5203499,0
426,"Cook County, IL",17031,2016,2016,"Peritoneum, unspecified - Malignant neoplasms",14,5203499,0
427,"Cook County, IL",17031,2016,2016,"Connective and soft tissue, unspecified - Malignant neoplasms",68,5203499,1
428,"Cook County, IL",17031,2016,2016,"Breast, unspecified - Malignant neoplasms",763,5203499,14
429,"Cook County, IL",17031,2016,2016,"Vulva, unspecified - Malignant neoplasms",11,5203499,0
430,"Cook County, IL",17031,2016,2016,"Cervix uteri, unspecified - Malignant neoplasms",73,5203499,1
431,"Cook County, IL",17031,2016,2016,Endometrium - Malignant neoplasms,126,5203499,2
432,"Cook County, IL",17031,2016,2016,"Malignant neoplasm of uterus, part unspecified",116,5203499,2
433,"Cook County, IL",17031,2016,2016,Malignant neoplasm of ovary,241,5203499,4
434,"Cook County, IL",17031,2016,2016,Malignant neoplasm of prostate,548,5203499,10
435,"Cook County, IL",17031,2016,2016,"Testis, unspecified - Malignant neoplasms",11,5203499,0
436,"Cook County, IL",17031,2016,2016,"Malignant neoplasm of kidney, except renal pelvis",213,5203499,4
437,"Cook County, IL",17031,2016,2016,"Bladder, unspecified - Malignant neoplasms",250,5203499,4
438,"Cook County, IL",17031,2016,2016,"Brain, unspecified - Malignant neoplasms",213,5203499,4
439,"Cook County, IL",17031,2016,2016,Malignant neoplasm of thyroid gland,31,5203499,0
440,"Cook County, IL",17031,2016,2016,"Adrenal gland, unspecified - Malignant neoplasms",10,5203499,0
441,"Cook County, IL",17031,2016,2016,Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms,12,5203499,0
442,"Cook County, IL",17031,2016,2016,Secondary malignant neoplasm of liver - Malignant neoplasms,34,5203499,0
443,"Cook County, IL",17031,2016,2016,Secondary malignant neoplasm of other specified sites - Malignant neoplasms,45,5203499,0
444,"Cook County, IL",17031,2016,2016,Malignant neoplasm without specification of site,402,5203499,7
445,"Cook County, IL",17031,2016,2016,"Hodgkin disease, unspecified",14,5203499,0
446,"Cook County, IL",17031,2016,2016,Non-Hodgkin lymphoma small cleaved cell (diffuse),15,5203499,0
447,"Cook County, IL",17031,2016,2016,Non-Hodgkin lymphoma large cell (diffuse),50,5203499,1
448,"Cook County, IL",17031,2016,2016,Other and unspecified T-cell lymphomas - Malignant neoplasms,21,5203499,0
449,"Cook County, IL",17031,2016,2016,"B-cell lymphoma, unspecified - Malignant neoplasms",30,5203499,0
450,"Cook County, IL",17031,2016,2016,"Non-Hodgkin lymphoma, unspecified type",179,5203499,3
451,"Cook County, IL",17031,2016,2016,Multiple myeloma - Malignant neoplasms,181,5203499,3
452,"Cook County, IL",17031,2016,2016,Acute lymphoblastic leukaemia - Malignant neoplasms,22,5203499,0
453,"Cook County, IL",17031,2016,2016,Chronic lymphocytic leukaemia - Malignant neoplasms,50,5203499,1
454,"Cook County, IL",17031,2016,2016,Acute myeloid leukaemia - Malignant neoplasms,141,5203499,2
455,"Cook County, IL",17031,2016,2016,Chronic myeloid leukaemia - Malignant neoplasms,19,5203499,0
456,"Cook County, IL",17031,2016,2016,Other myeloid leukaemia - Malignant neoplasms,11,5203499,0
457,"Cook County, IL",17031,2016,2016,Acute leukaemia of unspecified cell type - Malignant neoplasms,28,5203499,0
458,"Cook County, IL",17031,2016,2016,"Leukaemia, unspecified - Malignant neoplasms",48,5203499,0
459,"Cook County, IL",17031,2016,2016,Malignant neoplasms of independent (primary) multiple sites,55,5203499,1
460,"Cook County, IL",17031,2016,2016,"Meninges, unspecified - Benign neoplasms",12,5203499,0
461,"Cook County, IL",17031,2016,2016,"Brain, unspecified - Uncertain neoplasms",38,5203499,0
462,"Cook County, IL",17031,2016,2016,"Myelodysplastic syndrome, unspecified - Uncertain neoplasms",90,5203499,1
463,"Cook County, IL",17031,2016,2016,Chronic myeloproliferative disease - Uncertain neoplasms,25,5203499,0
464,"Cook County, IL",17031,2016,2016,Sickle-cell anaemia without crisis,16,5203499,0
465,"Cook County, IL",17031,2016,2016,"Aplastic anaemia, unspecified",14,5203499,0
466,"Cook County, IL",17031,2016,2016,"Anaemia, unspecified",46,5203499,0
467,"Cook County, IL",17031,2016,2016,Disseminated intravascular coagulation [defibrination syndrome],13,5203499,0
468,"Cook County, IL",17031,2016,2016,"Coagulation defect, unspecified",18,5203499,0
469,"Cook County, IL",17031,2016,2016,"Sarcoidosis, unspecified",19,5203499,0
470,"Cook County, IL",17031,2016,2016,"Hypothyroidism, unspecified",21,5203499,0
471,"Cook County, IL",17031,2016,2016,"Insulin-dependent diabetes mellitus, with renal complications",10,5203499,0
472,"Cook County, IL",17031,2016,2016,"Insulin-dependent diabetes mellitus, without complications",11,5203499,0
473,"Cook County, IL",17031,2016,2016,"Non-insulin-dependent diabetes mellitus, with renal complications",74,5203499,1
474,"Cook County, IL",17031,2016,2016,"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications",13,5203499,0
475,"Cook County, IL",17031,2016,2016,"Non-insulin-dependent diabetes mellitus, with multiple complications",10,5203499,0
476,"Cook County, IL",17031,2016,2016,"Non-insulin-dependent diabetes mellitus, without complications",185,5203499,3
477,"Cook County, IL",17031,2016,2016,"Unspecified diabetes mellitus, with ketoacidosis",48,5203499,0
478,"Cook County, IL",17031,2016,2016,"Unspecified diabetes mellitus, with renal complications",199,5203499,3
479,"Cook County, IL",17031,2016,2016,"Unspecified diabetes mellitus, with peripheral circulatory complications",38,5203499,0
480,"Cook County, IL",17031,2016,2016,"Unspecified diabetes mellitus, with multiple complications",31,5203499,0
481,"Cook County, IL",17031,2016,2016,"Unspecified diabetes mellitus, without complications",511,5203499,9
482,"Cook County, IL",17031,2016,2016,Unspecified severe protein-energy malnutrition,40,5203499,0
483,"Cook County, IL",17031,2016,2016,Unspecified protein-energy malnutrition,48,5203499,0
484,"Cook County, IL",17031,2016,2016,Other obesity,82,5203499,1
485,"Cook County, IL",17031,2016,2016,"Obesity, unspecified",44,5203499,0
486,"Cook County, IL",17031,2016,2016,Pure hypercholesterolaemia,28,5203499,0
487,"Cook County, IL",17031,2016,2016,"Hyperlipidaemia, unspecified",94,5203499,1
488,"Cook County, IL",17031,2016,2016,Organ-limited amyloidosis,14,5203499,0
489,"Cook County, IL",17031,2016,2016,"Amyloidosis, unspecified",12,5203499,0
490,"Cook County, IL",17031,2016,2016,Volume depletion,17,5203499,0
491,"Cook County, IL",17031,2016,2016,Hyperosmolality and hypernatraemia,11,5203499,0
492,"Cook County, IL",17031,2016,2016,Acidosis,33,5203499,0
493,"Cook County, IL",17031,2016,2016,"Metabolic disorder, unspecified",31,5203499,0
494,"Cook County, IL",17031,2016,2016,"Vascular dementia, unspecified",190,5203499,3
495,"Cook County, IL",17031,2016,2016,Unspecified dementia,1672,5203499,32
496,"Cook County, IL",17031,2016,2016,"Mental and behavioural disorders due to use of alcohol, harmful use",21,5203499,0
497,"Cook County, IL",17031,2016,2016,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",158,5203499,3
498,"Cook County, IL",17031,2016,2016,Huntington disease,18,5203499,0
499,"Cook County, IL",17031,2016,2016,Motor neuron disease,102,5203499,2
500,"Cook County, IL",17031,2016,2016,Parkinson disease,440,5203499,8
501,"Cook County, IL",17031,2016,2016,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],10,5203499,0
502,"Cook County, IL",17031,2016,2016,Alzheimer disease with late onset,15,5203499,0
503,"Cook County, IL",17031,2016,2016,"Alzheimer disease, unspecified",1411,5203499,27
504,"Cook County, IL",17031,2016,2016,Circumscribed brain atrophy,24,5203499,0
505,"Cook County, IL",17031,2016,2016,"Senile degeneration of brain, not elsewhere classified",52,5203499,1
506,"Cook County, IL",17031,2016,2016,Other specified degenerative diseases of nervous system,51,5203499,1
507,"Cook County, IL",17031,2016,2016,"Degenerative disease of nervous system, unspecified",13,5203499,0
508,"Cook County, IL",17031,2016,2016,Multiple sclerosis,78,5203499,1
509,"Cook County, IL",17031,2016,2016,"Epilepsy, unspecified",33,5203499,0
510,"Cook County, IL",17031,2016,2016,"Status epilepticus, unspecified",16,5203499,0
511,"Cook County, IL",17031,2016,2016,Sleep apnoea,14,5203499,0
512,"Cook County, IL",17031,2016,2016,Myasthenia gravis,10,5203499,0
513,"Cook County, IL",17031,2016,2016,Muscular dystrophy,12,5203499,0
514,"Cook County, IL",17031,2016,2016,"Infantile cerebral palsy, unspecified",33,5203499,0
515,"Cook County, IL",17031,2016,2016,"Anoxic brain damage, not elsewhere classified",100,5203499,1
516,"Cook County, IL",17031,2016,2016,"Encephalopathy, unspecified",40,5203499,0
517,"Cook County, IL",17031,2016,2016,Cerebral oedema,12,5203499,0
518,"Cook County, IL",17031,2016,2016,"Mitral valve disease, unspecified",12,5203499,0
519,"Cook County, IL",17031,2016,2016,Disorders of both mitral and aortic valves,12,5203499,0
520,"Cook County, IL",17031,2016,2016,Essential (primary) hypertension,298,5203499,5
521,"Cook County, IL",17031,2016,2016,Hypertensive heart disease with (congestive) heart failure,182,5203499,3
522,"Cook County, IL",17031,2016,2016,Hypertensive heart disease without (congestive) heart failure,848,5203499,16
523,"Cook County, IL",17031,2016,2016,Hypertensive renal disease with renal failure,164,5203499,3
524,"Cook County, IL",17031,2016,2016,Hypertensive renal disease without renal failure,14,5203499,0
525,"Cook County, IL",17031,2016,2016,Hypertensive heart and renal disease with renal failure,32,5203499,0
526,"Cook County, IL",17031,2016,2016,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,33,5203499,0
527,"Cook County, IL",17031,2016,2016,Acute subendocardial myocardial infarction,47,5203499,0
528,"Cook County, IL",17031,2016,2016,"Acute myocardial infarction, unspecified",1728,5203499,33
529,"Cook County, IL",17031,2016,2016,"Acute ischaemic heart disease, unspecified",33,5203499,0
530,"Cook County, IL",17031,2016,2016,"Atherosclerotic cardiovascular disease, so described",670,5203499,12
531,"Cook County, IL",17031,2016,2016,Atherosclerotic heart disease,2477,5203499,47
532,"Cook County, IL",17031,2016,2016,Ischaemic cardiomyopathy,132,5203499,2
533,"Cook County, IL",17031,2016,2016,Other forms of chronic ischaemic heart disease,14,5203499,0
534,"Cook County, IL",17031,2016,2016,"Chronic ischaemic heart disease, unspecified",154,5203499,3
535,"Cook County, IL",17031,2016,2016,Pulmonary embolism without mention of acute cor pulmonale,110,5203499,2
536,"Cook County, IL",17031,2016,2016,Other secondary pulmonary hypertension,103,5203499,2
537,"Cook County, IL",17031,2016,2016,"Pulmonary heart disease, unspecified",18,5203499,0
538,"Cook County, IL",17031,2016,2016,Acute and subacute infective endocarditis,15,5203499,0
539,"Cook County, IL",17031,2016,2016,Mitral (valve) insufficiency,31,5203499,0
540,"Cook County, IL",17031,2016,2016,Aortic (valve) stenosis,174,5203499,3
541,"Cook County, IL",17031,2016,2016,"Aortic valve disorder, unspecified",15,5203499,0
542,"Cook County, IL",17031,2016,2016,"Endocarditis, valve unspecified",64,5203499,1
543,"Cook County, IL",17031,2016,2016,Dilated cardiomyopathy,78,5203499,1
544,"Cook County, IL",17031,2016,2016,Other hypertrophic cardiomyopathy,19,5203499,0
545,"Cook County, IL",17031,2016,2016,"Cardiomyopathy, unspecified",292,5203499,5
546,"Cook County, IL",17031,2016,2016,Other specified conduction disorders,20,5203499,0
547,"Cook County, IL",17031,2016,2016,"Cardiac arrest, unspecified",67,5203499,1
548,"Cook County, IL",17031,2016,2016,Ventricular tachycardia,13,5203499,0
549,"Cook County, IL",17031,2016,2016,Atrial fibrillation and flutter,301,5203499,5
550,"Cook County, IL",17031,2016,2016,Ventricular fibrillation and flutter,12,5203499,0
551,"Cook County, IL",17031,2016,2016,"Cardiac arrhythmia, unspecified",79,5203499,1
552,"Cook County, IL",17031,2016,2016,Congestive heart failure,1084,5203499,20
553,"Cook County, IL",17031,2016,2016,"Heart failure, unspecified",195,5203499,3
554,"Cook County, IL",17031,2016,2016,"Cardiovascular disease, unspecified",642,5203499,12
555,"Cook County, IL",17031,2016,2016,Cardiomegaly,12,5203499,0
556,"Cook County, IL",17031,2016,2016,Other ill-defined heart diseases,10,5203499,0
557,"Cook County, IL",17031,2016,2016,"Heart disease, unspecified",74,5203499,1
558,"Cook County, IL",17031,2016,2016,"Subarachnoid haemorrhage, unspecified",62,5203499,1
559,"Cook County, IL",17031,2016,2016,"Intracerebral haemorrhage in hemisphere, subcortical",10,5203499,0
560,"Cook County, IL",17031,2016,2016,Intracerebral haemorrhage in brain stem,12,5203499,0
561,"Cook County, IL",17031,2016,2016,"Intracerebral haemorrhage, intraventricular",17,5203499,0
562,"Cook County, IL",17031,2016,2016,"Intracerebral haemorrhage, unspecified",211,5203499,4
563,"Cook County, IL",17031,2016,2016,Subdural haemorrhage (acute)(nontraumatic),42,5203499,0
564,"Cook County, IL",17031,2016,2016,"Intracranial haemorrhage (nontraumatic), unspecified",128,5203499,2
565,"Cook County, IL",17031,2016,2016,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,15,5203499,0
566,"Cook County, IL",17031,2016,2016,Cerebral infarction due to embolism of cerebral arteries,23,5203499,0
567,"Cook County, IL",17031,2016,2016,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,14,5203499,0
568,"Cook County, IL",17031,2016,2016,"Cerebral infarction, unspecified",155,5203499,3
569,"Cook County, IL",17031,2016,2016,"Stroke, not specified as haemorrhage or infarction",889,5203499,17
570,"Cook County, IL",17031,2016,2016,Cerebral atherosclerosis,106,5203499,2
571,"Cook County, IL",17031,2016,2016,Other specified cerebrovascular diseases,17,5203499,0
572,"Cook County, IL",17031,2016,2016,"Cerebrovascular disease, unspecified",319,5203499,6
573,"Cook County, IL",17031,2016,2016,Sequelae of cerebral infarction,11,5203499,0
574,"Cook County, IL",17031,2016,2016,"Sequelae of stroke, not specified as haemorrhage or infarction",125,5203499,2
575,"Cook County, IL",17031,2016,2016,Sequelae of other and unspecified cerebrovascular diseases,50,5203499,1
576,"Cook County, IL",17031,2016,2016,Generalized and unspecified atherosclerosis,74,5203499,1
577,"Cook County, IL",17031,2016,2016,Dissection of aorta [any part],60,5203499,1
578,"Cook County, IL",17031,2016,2016,"Abdominal aortic aneurysm, ruptured",31,5203499,0
579,"Cook County, IL",17031,2016,2016,"Abdominal aortic aneurysm, without mention of rupture",23,5203499,0
580,"Cook County, IL",17031,2016,2016,"Aortic aneurysm of unspecified site, ruptured",11,5203499,0
581,"Cook County, IL",17031,2016,2016,"Peripheral vascular disease, unspecified",161,5203499,3
582,"Cook County, IL",17031,2016,2016,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,44,5203499,0
583,"Cook County, IL",17031,2016,2016,"Influenza with pneumonia, virus not identified",10,5203499,0
584,"Cook County, IL",17031,2016,2016,"Influenza with other respiratory manifestations, virus not identified",11,5203499,0
585,"Cook County, IL",17031,2016,2016,"Bacterial pneumonia, unspecified",17,5203499,0
586,"Cook County, IL",17031,2016,2016,"Bronchopneumonia, unspecified",19,5203499,0
587,"Cook County, IL",17031,2016,2016,"Lobar pneumonia, unspecified",16,5203499,0
588,"Cook County, IL",17031,2016,2016,"Pneumonia, unspecified",779,5203499,15
589,"Cook County, IL",17031,2016,2016,"Emphysema, unspecified",109,5203499,2
590,"Cook County, IL",17031,2016,2016,Chronic obstructive pulmonary disease with acute lower respiratory infection,186,5203499,3
591,"Cook County, IL",17031,2016,2016,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",49,5203499,0
592,"Cook County, IL",17031,2016,2016,"Chronic obstructive pulmonary disease, unspecified",1201,5203499,23
593,"Cook County, IL",17031,2016,2016,"Asthma, unspecified",69,5203499,1
594,"Cook County, IL",17031,2016,2016,Bronchiectasis,13,5203499,0
595,"Cook County, IL",17031,2016,2016,Pneumonitis due to food and vomit,318,5203499,6
596,"Cook County, IL",17031,2016,2016,Adult respiratory distress syndrome,18,5203499,0
597,"Cook County, IL",17031,2016,2016,Other interstitial pulmonary diseases with fibrosis,186,5203499,3
598,"Cook County, IL",17031,2016,2016,"Interstitial pulmonary disease, unspecified",56,5203499,1
599,"Cook County, IL",17031,2016,2016,"Pleural effusion, not elsewhere classified",14,5203499,0
600,"Cook County, IL",17031,2016,2016,Acute respiratory failure,25,5203499,0
601,"Cook County, IL",17031,2016,2016,Chronic respiratory failure,56,5203499,1
602,"Cook County, IL",17031,2016,2016,"Respiratory failure, unspecified",26,5203499,0
603,"Cook County, IL",17031,2016,2016,Other disorders of lung,34,5203499,0
604,"Cook County, IL",17031,2016,2016,Acute vascular disorders of intestine,23,5203499,0
605,"Cook County, IL",17031,2016,2016,"Vascular disorder of intestine, unspecified",98,5203499,1
606,"Cook County, IL",17031,2016,2016,Other and unspecified intestinal obstruction,76,5203499,1
607,"Cook County, IL",17031,2016,2016,"Diverticular disease of intestine, part unspecified, with perforation and abscess",13,5203499,0
608,"Cook County, IL",17031,2016,2016,"Diverticular disease of intestine, part unspecified, without perforation or abscess",18,5203499,0
609,"Cook County, IL",17031,2016,2016,Perforation of intestine (nontraumatic),25,5203499,0
610,"Cook County, IL",17031,2016,2016,Acute peritonitis,21,5203499,0
611,"Cook County, IL",17031,2016,2016,Alcoholic hepatitis,12,5203499,0
612,"Cook County, IL",17031,2016,2016,Alcoholic cirrhosis of liver,193,5203499,3
613,"Cook County, IL",17031,2016,2016,"Alcoholic liver disease, unspecified",13,5203499,0
614,"Cook County, IL",17031,2016,2016,"Hepatic failure, unspecified",44,5203499,0
615,"Cook County, IL",17031,2016,2016,Other and unspecified cirrhosis of liver,279,5203499,5
616,"Cook County, IL",17031,2016,2016,"Fatty (change of) liver, not elsewhere classified",20,5203499,0
617,"Cook County, IL",17031,2016,2016,"Liver disease, unspecified",42,5203499,0
618,"Cook County, IL",17031,2016,2016,Acute cholecystitis,18,5203499,0
619,"Cook County, IL",17031,2016,2016,"Cholecystitis, unspecified",16,5203499,0
620,"Cook County, IL",17031,2016,2016,"Acute pancreatitis, unspecified",28,5203499,0
621,"Cook County, IL",17031,2016,2016,"Gastrointestinal haemorrhage, unspecified",74,5203499,1
622,"Cook County, IL",17031,2016,2016,"Decubitus ulcer and pressure area, unspecified",22,5203499,0
623,"Cook County, IL",17031,2016,2016,"Rheumatoid arthritis, unspecified",25,5203499,0
624,"Cook County, IL",17031,2016,2016,Systemic lupus erythematosus with organ or system involvement,20,5203499,0
625,"Cook County, IL",17031,2016,2016,Other forms of systemic sclerosis,10,5203499,0
626,"Cook County, IL",17031,2016,2016,Other specified disorders of muscle,16,5203499,0
627,"Cook County, IL",17031,2016,2016,Necrotizing fasciitis,10,5203499,0
628,"Cook County, IL",17031,2016,2016,"Osteomyelitis, unspecified",38,5203499,0
629,"Cook County, IL",17031,2016,2016,"Acute renal failure, unspecified",132,5203499,2
630,"Cook County, IL",17031,2016,2016,"Chronic kidney disease, stage 4",13,5203499,0
631,"Cook County, IL",17031,2016,2016,"Chronic kidney disease, stage 5",443,5203499,8
632,"Cook County, IL",17031,2016,2016,"Chronic renal failure, unspecified",179,5203499,3
633,"Cook County, IL",17031,2016,2016,Unspecified renal failure,161,5203499,3
634,"Cook County, IL",17031,2016,2016,Other specified disorders of kidney and ureter,33,5203499,0
635,"Cook County, IL",17031,2016,2016,"Disorder of kidney and ureter, unspecified",17,5203499,0
636,"Cook County, IL",17031,2016,2016,"Urinary tract infection, site not specified",158,5203499,3
637,"Cook County, IL",17031,2016,2016,Newborn affected by premature rupture of membranes,15,5203499,0
638,"Cook County, IL",17031,2016,2016,Extreme immaturity,111,5203499,2
639,"Cook County, IL",17031,2016,2016,Other preterm infants,17,5203499,0
640,"Cook County, IL",17031,2016,2016,"Bacterial sepsis of newborn, unspecified",12,5203499,0
641,"Cook County, IL",17031,2016,2016,"Congenital malformation of heart, unspecified",13,5203499,0
642,"Cook County, IL",17031,2016,2016,"Congenital malformation, unspecified",13,5203499,0
643,"Cook County, IL",17031,2016,2016,"Down syndrome, unspecified",31,5203499,0
644,"Cook County, IL",17031,2016,2016,"Edwards syndrome, unspecified",10,5203499,0
645,"Cook County, IL",17031,2016,2016,Senility,13,5203499,0
646,"Cook County, IL",17031,2016,2016,Other and unspecified convulsions,10,5203499,0
647,"Cook County, IL",17031,2016,2016,Cardiogenic shock,12,5203499,0
648,"Cook County, IL",17031,2016,2016,"Haemorrhage, not elsewhere classified",10,5203499,0
649,"Cook County, IL",17031,2016,2016,Other lack of expected normal physiological development,98,5203499,1
650,"Cook County, IL",17031,2016,2016,Other specified general symptoms and signs,18,5203499,0
651,"Cook County, IL",17031,2016,2016,Other ill-defined and unspecified causes of mortality,113,5203499,2
652,"Cook County, IL",17031,2016,2016,"Pedestrian injured in collision with car, pick-up truck or van, traffic accident",33,5203499,0
653,"Cook County, IL",17031,2016,2016,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,43,5203499,0
654,"Cook County, IL",17031,2016,2016,"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident",11,5203499,0
655,"Cook County, IL",17031,2016,2016,"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident",16,5203499,0
656,"Cook County, IL",17031,2016,2016,Car occupant [any] injured in unspecified traffic accident,17,5203499,0
657,"Cook County, IL",17031,2016,2016,Person injured in collision between other specified motor vehicles (traffic),19,5203499,0
658,"Cook County, IL",17031,2016,2016,"Person injured in unspecified motor-vehicle accident, traffic",81,5203499,1
659,"Cook County, IL",17031,2016,2016,Fall on and from stairs and steps,48,5203499,0
660,"Cook County, IL",17031,2016,2016,Other fall on same level,35,5203499,0
661,"Cook County, IL",17031,2016,2016,Unspecified fall,230,5203499,4
662,"Cook County, IL",17031,2016,2016,Drowning and submersion while in bath-tub,18,5203499,0
663,"Cook County, IL",17031,2016,2016,Drowning and submersion while in natural water,20,5203499,0
664,"Cook County, IL",17031,2016,2016,Accidental suffocation and strangulation in bed,11,5203499,0
665,"Cook County, IL",17031,2016,2016,Inhalation and ingestion of food causing obstruction of respiratory tract,17,5203499,0
666,"Cook County, IL",17031,2016,2016,Inhalation and ingestion of other objects causing obstruction of respiratory tract,38,5203499,0
667,"Cook County, IL",17031,2016,2016,Exposure to uncontrolled fire in building or structure,21,5203499,0
668,"Cook County, IL",17031,2016,2016,Exposure to excessive natural cold,13,5203499,0
669,"Cook County, IL",17031,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",14,5203499,0
670,"Cook County, IL",17031,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",782,5203499,15
671,"Cook County, IL",17031,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",239,5203499,4
672,"Cook County, IL",17031,2016,2016,Accidental poisoning by and exposure to alcohol,41,5203499,0
673,"Cook County, IL",17031,2016,2016,Accidental poisoning by and exposure to other gases and vapours,21,5203499,0
674,"Cook County, IL",17031,2016,2016,Exposure to unspecified factor causing fracture,17,5203499,0
675,"Cook County, IL",17031,2016,2016,Exposure to unspecified factor causing other and unspecified injury,42,5203499,0
676,"Cook County, IL",17031,2016,2016,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",13,5203499,0
677,"Cook County, IL",17031,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",29,5203499,0
678,"Cook County, IL",17031,2016,2016,Intentional self-poisoning by and exposure to other gases and vapours,21,5203499,0
